Platform,Attack,Layer,Defense,Attacker,Workload,ASR,DDR,FPR_D,PEP,ASupR,DOI
P3,A3_Context_Poison,Data,D5_Consensus_Protocol,Static,High,0.626,0.178,0.066,0.0,0.0,1.269
P3,A3_Context_Poison,Data,D5_Consensus_Protocol,Defense_Aware,Low,0.606,0.144,0.062,0.0,0.0,1.159
P3,A3_Context_Poison,Data,D5_Consensus_Protocol,Defense_Aware,Medium,0.654,0.144,0.062,0.0,0.0,1.209
P3,A3_Context_Poison,Data,D5_Consensus_Protocol,Defense_Aware,High,0.686,0.144,0.066,0.0,0.0,1.269
P3,A3_Context_Poison,Data,D5_Consensus_Protocol,Adaptive,Low,0.69,0.104,0.062,0.0,0.0,1.159
P3,A3_Context_Poison,Data,D5_Consensus_Protocol,Adaptive,Medium,0.706,0.104,0.062,0.0,0.0,1.209
P3,A3_Context_Poison,Data,D5_Consensus_Protocol,Adaptive,High,0.762,0.104,0.066,0.0,0.0,1.269
P3,A3_Context_Poison,Data,D6_Behavioral_Monitor,Static,Low,0.578,0.144,0.034,0.0,0.0,1.049
P3,A3_Context_Poison,Data,D6_Behavioral_Monitor,Static,Medium,0.63,0.144,0.036,0.0,0.0,1.099
P3,A3_Context_Poison,Data,D6_Behavioral_Monitor,Static,High,0.68,0.144,0.04,0.0,0.0,1.159
P3,A3_Context_Poison,Data,D6_Behavioral_Monitor,Defense_Aware,Low,0.666,0.108,0.034,0.0,0.0,1.049
P3,A3_Context_Poison,Data,D6_Behavioral_Monitor,Defense_Aware,Medium,0.702,0.108,0.036,0.0,0.0,1.099
P3,A3_Context_Poison,Data,D6_Behavioral_Monitor,Defense_Aware,High,0.734,0.108,0.04,0.0,0.0,1.159
P3,A3_Context_Poison,Data,D6_Behavioral_Monitor,Adaptive,Low,0.724,0.058,0.034,0.0,0.0,1.049
P3,A3_Context_Poison,Data,D6_Behavioral_Monitor,Adaptive,Medium,0.762,0.058,0.036,0.0,0.0,1.099
P3,A3_Context_Poison,Data,D6_Behavioral_Monitor,Adaptive,High,0.834,0.058,0.04,0.0,0.0,1.159
P3,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Static,Low,0.32,0.304,0.096,0.0,0.0,1.259
P3,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Static,Medium,0.376,0.304,0.102,0.0,0.0,1.309
P3,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Static,High,0.434,0.304,0.114,0.0,0.0,1.369
P3,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Defense_Aware,Low,0.428,0.256,0.096,0.0,0.0,1.259
P3,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Defense_Aware,Medium,0.486,0.256,0.102,0.0,0.0,1.309
P3,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Defense_Aware,High,0.526,0.256,0.114,0.0,0.0,1.369
P3,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Adaptive,Low,0.52,0.212,0.096,0.0,0.0,1.259
P3,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Adaptive,Medium,0.57,0.212,0.102,0.0,0.0,1.309
P3,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Adaptive,High,0.622,0.212,0.114,0.0,0.0,1.369
P3,A3_Context_Poison,Data,Bundle_All,Static,Low,0.254,0.348,0.128,0.0,0.0,1.429
P3,A3_Context_Poison,Data,Bundle_All,Static,Medium,0.292,0.348,0.136,0.0,0.0,1.479
P3,A3_Context_Poison,Data,Bundle_All,Static,High,0.342,0.348,0.142,0.0,0.0,1.539
P3,A3_Context_Poison,Data,Bundle_All,Defense_Aware,Low,0.332,0.298,0.128,0.0,0.0,1.429
P3,A3_Context_Poison,Data,Bundle_All,Defense_Aware,Medium,0.378,0.298,0.136,0.0,0.0,1.479
P3,A3_Context_Poison,Data,Bundle_All,Defense_Aware,High,0.448,0.298,0.142,0.0,0.0,1.539
P3,A3_Context_Poison,Data,Bundle_All,Adaptive,Low,0.44,0.25,0.128,0.0,0.0,1.429
P3,A3_Context_Poison,Data,Bundle_All,Adaptive,Medium,0.482,0.25,0.136,0.0,0.0,1.479
P3,A3_Context_Poison,Data,Bundle_All,Adaptive,High,0.54,0.25,0.142,0.0,0.0,1.539
P3,A4_Tool_Poisoning,Control,No Defense,Static,Low,0.774,0.0,0.0,0.0,0.0,0.999
P3,A4_Tool_Poisoning,Control,No Defense,Static,Medium,0.846,0.0,0.0,0.0,0.0,1.049
P3,A4_Tool_Poisoning,Control,No Defense,Static,High,0.888,0.0,0.0,0.0,0.0,1.109
P3,A4_Tool_Poisoning,Control,No Defense,Defense_Aware,Low,0.87,0.0,0.0,0.0,0.0,0.999
P3,A4_Tool_Poisoning,Control,No Defense,Defense_Aware,Medium,0.9,0.0,0.0,0.0,0.0,1.049
P3,A4_Tool_Poisoning,Control,No Defense,Defense_Aware,High,0.956,0.0,0.0,0.0,0.0,1.109
P3,A4_Tool_Poisoning,Control,No Defense,Adaptive,Low,0.93,0.0,0.0,0.0,0.0,0.999
P3,A4_Tool_Poisoning,Control,No Defense,Adaptive,Medium,0.972,0.0,0.0,0.0,0.0,1.049
P3,A4_Tool_Poisoning,Control,No Defense,Adaptive,High,0.982,0.0,0.0,0.0,0.0,1.109
P3,A4_Tool_Poisoning,Control,D1_Input_Sanitization,Static,Low,0.66,0.14,0.046,0.0,0.0,1.079
P3,A4_Tool_Poisoning,Control,D1_Input_Sanitization,Static,Medium,0.694,0.14,0.054,0.0,0.0,1.129
P3,A4_Tool_Poisoning,Control,D1_Input_Sanitization,Static,High,0.728,0.14,0.056,0.0,0.0,1.189
P3,A4_Tool_Poisoning,Control,D1_Input_Sanitization,Defense_Aware,Low,0.714,0.104,0.046,0.0,0.0,1.079
P3,A4_Tool_Poisoning,Control,D1_Input_Sanitization,Defense_Aware,Medium,0.752,0.104,0.054,0.0,0.0,1.129
P3,A4_Tool_Poisoning,Control,D1_Input_Sanitization,Defense_Aware,High,0.826,0.104,0.056,0.0,0.0,1.189
P3,A4_Tool_Poisoning,Control,D1_Input_Sanitization,Adaptive,Low,0.806,0.056,0.046,0.0,0.0,1.079
P3,A4_Tool_Poisoning,Control,D1_Input_Sanitization,Adaptive,Medium,0.844,0.056,0.054,0.0,0.0,1.129
P3,A4_Tool_Poisoning,Control,D1_Input_Sanitization,Adaptive,High,0.888,0.056,0.056,0.0,0.0,1.189
P3,A4_Tool_Poisoning,Control,D2_Tool_Attestation,Static,Low,0.588,0.224,0.012,0.0,0.0,1.059
P3,A4_Tool_Poisoning,Control,D2_Tool_Attestation,Static,Medium,0.638,0.224,0.012,0.0,0.0,1.109
P3,A4_Tool_Poisoning,Control,D2_Tool_Attestation,Static,High,0.676,0.224,0.012,0.0,0.0,1.169
P3,A4_Tool_Poisoning,Control,D2_Tool_Attestation,Defense_Aware,Low,0.664,0.188,0.012,0.0,0.0,1.059
P3,A4_Tool_Poisoning,Control,D2_Tool_Attestation,Defense_Aware,Medium,0.684,0.188,0.012,0.0,0.0,1.109
P3,A4_Tool_Poisoning,Control,D2_Tool_Attestation,Defense_Aware,High,0.738,0.188,0.012,0.0,0.0,1.169
P3,A4_Tool_Poisoning,Control,D2_Tool_Attestation,Adaptive,Low,0.706,0.152,0.012,0.0,0.0,1.059
P3,A4_Tool_Poisoning,Control,D2_Tool_Attestation,Adaptive,Medium,0.776,0.152,0.012,0.0,0.0,1.109
P3,A4_Tool_Poisoning,Control,D2_Tool_Attestation,Adaptive,High,0.824,0.152,0.012,0.0,0.0,1.169
P3,A4_Tool_Poisoning,Control,D3_Response_Verification,Static,Low,0.618,0.212,0.024,0.0,0.0,1.099
P3,A4_Tool_Poisoning,Control,D3_Response_Verification,Static,Medium,0.666,0.212,0.026,0.0,0.0,1.149
P3,A4_Tool_Poisoning,Control,D3_Response_Verification,Static,High,0.694,0.212,0.028,0.0,0.0,1.209
P3,A4_Tool_Poisoning,Control,D3_Response_Verification,Defense_Aware,Low,0.678,0.176,0.024,0.0,0.0,1.099
P3,A4_Tool_Poisoning,Control,D3_Response_Verification,Defense_Aware,Medium,0.706,0.176,0.026,0.0,0.0,1.149
P3,A4_Tool_Poisoning,Control,D3_Response_Verification,Defense_Aware,High,0.782,0.176,0.028,0.0,0.0,1.209
P3,A4_Tool_Poisoning,Control,D3_Response_Verification,Adaptive,Low,0.748,0.138,0.024,0.0,0.0,1.099
P3,A4_Tool_Poisoning,Control,D3_Response_Verification,Adaptive,Medium,0.806,0.138,0.026,0.0,0.0,1.149
P3,A4_Tool_Poisoning,Control,D3_Response_Verification,Adaptive,High,0.85,0.138,0.028,0.0,0.0,1.209
P3,A4_Tool_Poisoning,Control,D4_Agent_Isolation,Static,Low,0.644,0.128,0.014,0.0,0.0,1.069
P3,A4_Tool_Poisoning,Control,D4_Agent_Isolation,Static,Medium,0.688,0.128,0.018,0.0,0.0,1.119
P3,A4_Tool_Poisoning,Control,D4_Agent_Isolation,Static,High,0.722,0.128,0.02,0.0,0.0,1.179
P3,A4_Tool_Poisoning,Control,D4_Agent_Isolation,Defense_Aware,Low,0.714,0.082,0.014,0.0,0.0,1.069
P3,A4_Tool_Poisoning,Control,D4_Agent_Isolation,Defense_Aware,Medium,0.75,0.082,0.018,0.0,0.0,1.119
P3,A4_Tool_Poisoning,Control,D4_Agent_Isolation,Defense_Aware,High,0.826,0.082,0.02,0.0,0.0,1.179
P3,A4_Tool_Poisoning,Control,D4_Agent_Isolation,Adaptive,Low,0.786,0.048,0.014,0.0,0.0,1.069
P3,A4_Tool_Poisoning,Control,D4_Agent_Isolation,Adaptive,Medium,0.84,0.048,0.018,0.0,0.0,1.119
P3,A4_Tool_Poisoning,Control,D4_Agent_Isolation,Adaptive,High,0.878,0.048,0.02,0.0,0.0,1.179
P3,A4_Tool_Poisoning,Control,D5_Consensus_Protocol,Static,Low,0.618,0.16,0.062,0.0,0.0,1.159
P3,A4_Tool_Poisoning,Control,D5_Consensus_Protocol,Static,Medium,0.658,0.16,0.062,0.0,0.0,1.209
P3,A4_Tool_Poisoning,Control,D5_Consensus_Protocol,Static,High,0.688,0.16,0.066,0.0,0.0,1.269
P3,A4_Tool_Poisoning,Control,D5_Consensus_Protocol,Defense_Aware,Low,0.688,0.13,0.062,0.0,0.0,1.159
P3,A4_Tool_Poisoning,Control,D5_Consensus_Protocol,Defense_Aware,Medium,0.706,0.13,0.062,0.0,0.0,1.209
P3,A4_Tool_Poisoning,Control,D5_Consensus_Protocol,Defense_Aware,High,0.778,0.13,0.066,0.0,0.0,1.269
P3,A4_Tool_Poisoning,Control,D5_Consensus_Protocol,Adaptive,Low,0.748,0.084,0.062,0.0,0.0,1.159
P3,A4_Tool_Poisoning,Control,D5_Consensus_Protocol,Adaptive,Medium,0.82,0.084,0.062,0.0,0.0,1.209
P3,A4_Tool_Poisoning,Control,D5_Consensus_Protocol,Adaptive,High,0.854,0.084,0.066,0.0,0.0,1.269
P3,A4_Tool_Poisoning,Control,D6_Behavioral_Monitor,Static,Low,0.666,0.132,0.034,0.0,0.0,1.049
P3,A4_Tool_Poisoning,Control,D6_Behavioral_Monitor,Static,Medium,0.698,0.132,0.036,0.0,0.0,1.099
P3,A4_Tool_Poisoning,Control,D6_Behavioral_Monitor,Static,High,0.738,0.132,0.04,0.0,0.0,1.159
P3,A4_Tool_Poisoning,Control,D6_Behavioral_Monitor,Defense_Aware,Low,0.722,0.098,0.034,0.0,0.0,1.049
P3,A4_Tool_Poisoning,Control,D6_Behavioral_Monitor,Defense_Aware,Medium,0.762,0.098,0.036,0.0,0.0,1.099
P3,A4_Tool_Poisoning,Control,D6_Behavioral_Monitor,Defense_Aware,High,0.832,0.098,0.04,0.0,0.0,1.159
P3,A4_Tool_Poisoning,Control,D6_Behavioral_Monitor,Adaptive,Low,0.822,0.052,0.034,0.0,0.0,1.049
P3,A4_Tool_Poisoning,Control,D6_Behavioral_Monitor,Adaptive,Medium,0.858,0.052,0.036,0.0,0.0,1.099
P3,A4_Tool_Poisoning,Control,D6_Behavioral_Monitor,Adaptive,High,0.908,0.052,0.04,0.0,0.0,1.159
P3,A4_Tool_Poisoning,Control,Bundle_D1_D3_D4_D6,Static,Low,0.41,0.31,0.096,0.0,0.0,1.259
P3,A4_Tool_Poisoning,Control,Bundle_D1_D3_D4_D6,Static,Medium,0.462,0.31,0.102,0.0,0.0,1.309
P3,A4_Tool_Poisoning,Control,Bundle_D1_D3_D4_D6,Static,High,0.518,0.31,0.114,0.0,0.0,1.369
P3,A4_Tool_Poisoning,Control,Bundle_D1_D3_D4_D6,Defense_Aware,Low,0.506,0.264,0.096,0.0,0.0,1.259
P3,A4_Tool_Poisoning,Control,Bundle_D1_D3_D4_D6,Defense_Aware,Medium,0.566,0.264,0.102,0.0,0.0,1.309
P3,A4_Tool_Poisoning,Control,Bundle_D1_D3_D4_D6,Defense_Aware,High,0.614,0.264,0.114,0.0,0.0,1.369
P3,A4_Tool_Poisoning,Control,Bundle_D1_D3_D4_D6,Adaptive,Low,0.61,0.212,0.096,0.0,0.0,1.259
P3,A4_Tool_Poisoning,Control,Bundle_D1_D3_D4_D6,Adaptive,Medium,0.65,0.212,0.102,0.0,0.0,1.309
P3,A4_Tool_Poisoning,Control,Bundle_D1_D3_D4_D6,Adaptive,High,0.676,0.212,0.114,0.0,0.0,1.369
P3,A4_Tool_Poisoning,Control,Bundle_All,Static,Low,0.324,0.35,0.128,0.0,0.0,1.429
P3,A4_Tool_Poisoning,Control,Bundle_All,Static,Medium,0.376,0.35,0.136,0.0,0.0,1.479
P3,A4_Tool_Poisoning,Control,Bundle_All,Static,High,0.428,0.35,0.142,0.0,0.0,1.539
P3,A4_Tool_Poisoning,Control,Bundle_All,Defense_Aware,Low,0.418,0.304,0.128,0.0,0.0,1.429
P3,A4_Tool_Poisoning,Control,Bundle_All,Defense_Aware,Medium,0.458,0.304,0.136,0.0,0.0,1.479
P3,A4_Tool_Poisoning,Control,Bundle_All,Defense_Aware,High,0.526,0.304,0.142,0.0,0.0,1.539
P3,A4_Tool_Poisoning,Control,Bundle_All,Adaptive,Low,0.518,0.252,0.128,0.0,0.0,1.429
P3,A4_Tool_Poisoning,Control,Bundle_All,Adaptive,Medium,0.578,0.252,0.136,0.0,0.0,1.479
P3,A4_Tool_Poisoning,Control,Bundle_All,Adaptive,High,0.624,0.252,0.142,0.0,0.0,1.539
P3,A5_Rug_Pull,Control,No Defense,Static,Low,0.698,0.0,0.0,0.0,0.0,0.999
P3,A5_Rug_Pull,Control,No Defense,Static,Medium,0.722,0.0,0.0,0.0,0.0,1.049
P3,A5_Rug_Pull,Control,No Defense,Static,High,0.774,0.0,0.0,0.0,0.0,1.109
P3,A5_Rug_Pull,Control,No Defense,Defense_Aware,Low,0.742,0.0,0.0,0.0,0.0,0.999
P3,A5_Rug_Pull,Control,No Defense,Defense_Aware,Medium,0.81,0.0,0.0,0.0,0.0,1.049
P3,A5_Rug_Pull,Control,No Defense,Defense_Aware,High,0.87,0.0,0.0,0.0,0.0,1.109
P3,A5_Rug_Pull,Control,No Defense,Adaptive,Low,0.846,0.0,0.0,0.0,0.0,0.999
P3,A5_Rug_Pull,Control,No Defense,Adaptive,Medium,0.88,0.0,0.0,0.0,0.0,1.049
P3,A5_Rug_Pull,Control,No Defense,Adaptive,High,0.93,0.0,0.0,0.0,0.0,1.109
P3,A5_Rug_Pull,Control,D1_Input_Sanitization,Static,Low,0.564,0.112,0.046,0.0,0.0,1.079
P3,A5_Rug_Pull,Control,D1_Input_Sanitization,Static,Medium,0.606,0.112,0.054,0.0,0.0,1.129
P3,A5_Rug_Pull,Control,D1_Input_Sanitization,Static,High,0.664,0.112,0.056,0.0,0.0,1.189
P3,A5_Rug_Pull,Control,D1_Input_Sanitization,Defense_Aware,Low,0.642,0.062,0.046,0.0,0.0,1.079
P3,A5_Rug_Pull,Control,D1_Input_Sanitization,Defense_Aware,Medium,0.692,0.062,0.054,0.0,0.0,1.129
P3,A5_Rug_Pull,Control,D1_Input_Sanitization,Defense_Aware,High,0.724,0.062,0.056,0.0,0.0,1.189
P3,A5_Rug_Pull,Control,D1_Input_Sanitization,Adaptive,Low,0.708,0.028,0.046,0.0,0.0,1.079
P3,A5_Rug_Pull,Control,D1_Input_Sanitization,Adaptive,Medium,0.738,0.028,0.054,0.0,0.0,1.129
P3,A5_Rug_Pull,Control,D1_Input_Sanitization,Adaptive,High,0.81,0.028,0.056,0.0,0.0,1.189
P3,A5_Rug_Pull,Control,D2_Tool_Attestation,Static,Low,0.498,0.19,0.012,0.0,0.0,1.059
P3,A5_Rug_Pull,Control,D2_Tool_Attestation,Static,Medium,0.538,0.19,0.012,0.0,0.0,1.109
P3,A5_Rug_Pull,Control,D2_Tool_Attestation,Static,High,0.59,0.19,0.012,0.0,0.0,1.169
P3,A5_Rug_Pull,Control,D2_Tool_Attestation,Defense_Aware,Low,0.568,0.154,0.012,0.0,0.0,1.059
P3,A5_Rug_Pull,Control,D2_Tool_Attestation,Defense_Aware,Medium,0.618,0.154,0.012,0.0,0.0,1.109
P3,A5_Rug_Pull,Control,D2_Tool_Attestation,Defense_Aware,High,0.672,0.154,0.012,0.0,0.0,1.169
P3,A5_Rug_Pull,Control,D2_Tool_Attestation,Adaptive,Low,0.656,0.118,0.012,0.0,0.0,1.059
P3,A5_Rug_Pull,Control,D2_Tool_Attestation,Adaptive,Medium,0.692,0.118,0.012,0.0,0.0,1.109
P3,A5_Rug_Pull,Control,D2_Tool_Attestation,Adaptive,High,0.72,0.118,0.012,0.0,0.0,1.169
P3,A5_Rug_Pull,Control,D3_Response_Verification,Static,Low,0.534,0.178,0.024,0.0,0.0,1.099
P3,A5_Rug_Pull,Control,D3_Response_Verification,Static,Medium,0.566,0.178,0.026,0.0,0.0,1.149
P3,A5_Rug_Pull,Control,D3_Response_Verification,Static,High,0.622,0.178,0.028,0.0,0.0,1.209
P3,A5_Rug_Pull,Control,D3_Response_Verification,Defense_Aware,Low,0.6,0.144,0.024,0.0,0.0,1.099
P3,A5_Rug_Pull,Control,D3_Response_Verification,Defense_Aware,Medium,0.652,0.144,0.026,0.0,0.0,1.149
P3,A5_Rug_Pull,Control,D3_Response_Verification,Defense_Aware,High,0.686,0.144,0.028,0.0,0.0,1.209
P3,A5_Rug_Pull,Control,D3_Response_Verification,Adaptive,Low,0.686,0.108,0.024,0.0,0.0,1.099
P3,A5_Rug_Pull,Control,D3_Response_Verification,Adaptive,Medium,0.704,0.108,0.026,0.0,0.0,1.149
P3,A5_Rug_Pull,Control,D3_Response_Verification,Adaptive,High,0.754,0.108,0.028,0.0,0.0,1.209
P3,A5_Rug_Pull,Control,D4_Agent_Isolation,Static,Low,0.564,0.102,0.014,0.0,0.0,1.069
P3,A5_Rug_Pull,Control,D4_Agent_Isolation,Static,Medium,0.596,0.102,0.018,0.0,0.0,1.119
P3,A5_Rug_Pull,Control,D4_Agent_Isolation,Static,High,0.654,0.102,0.02,0.0,0.0,1.179
P3,A5_Rug_Pull,Control,D4_Agent_Isolation,Defense_Aware,Low,0.632,0.054,0.014,0.0,0.0,1.069
P3,A5_Rug_Pull,Control,D4_Agent_Isolation,Defense_Aware,Medium,0.676,0.054,0.018,0.0,0.0,1.119
P3,A5_Rug_Pull,Control,D4_Agent_Isolation,Defense_Aware,High,0.716,0.054,0.02,0.0,0.0,1.179
P3,A5_Rug_Pull,Control,D4_Agent_Isolation,Adaptive,Low,0.702,0.024,0.014,0.0,0.0,1.069
P3,A5_Rug_Pull,Control,D4_Agent_Isolation,Adaptive,Medium,0.726,0.024,0.018,0.0,0.0,1.119
P3,A5_Rug_Pull,Control,D4_Agent_Isolation,Adaptive,High,0.788,0.024,0.02,0.0,0.0,1.179
P3,A5_Rug_Pull,Control,D5_Consensus_Protocol,Static,Low,0.524,0.128,0.062,0.0,0.0,1.159
P3,A5_Rug_Pull,Control,D5_Consensus_Protocol,Static,Medium,0.562,0.128,0.062,0.0,0.0,1.209
P3,A5_Rug_Pull,Control,D5_Consensus_Protocol,Static,High,0.62,0.128,0.066,0.0,0.0,1.269
P3,A5_Rug_Pull,Control,D5_Consensus_Protocol,Defense_Aware,Low,0.594,0.084,0.062,0.0,0.0,1.159
P3,A5_Rug_Pull,Control,D5_Consensus_Protocol,Defense_Aware,Medium,0.648,0.084,0.062,0.0,0.0,1.209
P3,A5_Rug_Pull,Control,D5_Consensus_Protocol,Defense_Aware,High,0.702,0.084,0.066,0.0,0.0,1.269
P3,A5_Rug_Pull,Control,D5_Consensus_Protocol,Adaptive,Low,0.676,0.05,0.062,0.0,0.0,1.159
P3,A5_Rug_Pull,Control,D5_Consensus_Protocol,Adaptive,Medium,0.712,0.05,0.062,0.0,0.0,1.209
P3,A5_Rug_Pull,Control,D5_Consensus_Protocol,Adaptive,High,0.752,0.05,0.066,0.0,0.0,1.269
P3,A5_Rug_Pull,Control,D6_Behavioral_Monitor,Static,Low,0.576,0.104,0.034,0.0,0.0,1.049
P3,A5_Rug_Pull,Control,D6_Behavioral_Monitor,Static,Medium,0.624,0.104,0.036,0.0,0.0,1.099
P3,A5_Rug_Pull,Control,D6_Behavioral_Monitor,Static,High,0.672,0.104,0.04,0.0,0.0,1.159
P3,A5_Rug_Pull,Control,D6_Behavioral_Monitor,Defense_Aware,Low,0.652,0.056,0.034,0.0,0.0,1.049
P3,A5_Rug_Pull,Control,D6_Behavioral_Monitor,Defense_Aware,Medium,0.696,0.056,0.036,0.0,0.0,1.099
P3,A5_Rug_Pull,Control,D6_Behavioral_Monitor,Defense_Aware,High,0.732,0.056,0.04,0.0,0.0,1.159
P3,A5_Rug_Pull,Control,D6_Behavioral_Monitor,Adaptive,Low,0.714,0.024,0.034,0.0,0.0,1.049
P3,A5_Rug_Pull,Control,D6_Behavioral_Monitor,Adaptive,Medium,0.748,0.024,0.036,0.0,0.0,1.099
P3,A5_Rug_Pull,Control,D6_Behavioral_Monitor,Adaptive,High,0.828,0.024,0.04,0.0,0.0,1.159
P3,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Static,Low,0.34,0.238,0.096,0.0,0.0,1.259
P3,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Static,Medium,0.382,0.238,0.102,0.0,0.0,1.309
P3,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Static,High,0.448,0.238,0.114,0.0,0.0,1.369
P3,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Defense_Aware,Low,0.434,0.198,0.096,0.0,0.0,1.259
P3,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Defense_Aware,Medium,0.48,0.198,0.102,0.0,0.0,1.309
P3,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Defense_Aware,High,0.53,0.198,0.114,0.0,0.0,1.369
P3,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Adaptive,Low,0.522,0.16,0.096,0.0,0.0,1.259
P3,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Adaptive,Medium,0.56,0.16,0.102,0.0,0.0,1.309
P3,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Adaptive,High,0.626,0.16,0.114,0.0,0.0,1.369
P3,A5_Rug_Pull,Control,Bundle_All,Static,Low,0.278,0.278,0.128,0.0,0.0,1.429
P3,A5_Rug_Pull,Control,Bundle_All,Static,Medium,0.31,0.278,0.136,0.0,0.0,1.479
P3,A5_Rug_Pull,Control,Bundle_All,Static,High,0.356,0.278,0.142,0.0,0.0,1.539
P3,A5_Rug_Pull,Control,Bundle_All,Defense_Aware,Low,0.354,0.224,0.128,0.0,0.0,1.429
P3,A5_Rug_Pull,Control,Bundle_All,Defense_Aware,Medium,0.402,0.224,0.136,0.0,0.0,1.479
P3,A5_Rug_Pull,Control,Bundle_All,Defense_Aware,High,0.462,0.224,0.142,0.0,0.0,1.539
P3,A5_Rug_Pull,Control,Bundle_All,Adaptive,Low,0.452,0.188,0.128,0.0,0.0,1.429
P3,A5_Rug_Pull,Control,Bundle_All,Adaptive,Medium,0.502,0.188,0.136,0.0,0.0,1.479
P3,A5_Rug_Pull,Control,Bundle_All,Adaptive,High,0.54,0.188,0.142,0.0,0.0,1.539
P3,A6_Resp_Spoofing,Control,No Defense,Static,Low,0.742,0.0,0.0,0.0,0.0,0.999
P3,A6_Resp_Spoofing,Control,No Defense,Static,Medium,0.81,0.0,0.0,0.0,0.0,1.049
P3,A6_Resp_Spoofing,Control,No Defense,Static,High,0.87,0.0,0.0,0.0,0.0,1.109
P3,A6_Resp_Spoofing,Control,No Defense,Defense_Aware,Low,0.846,0.0,0.0,0.0,0.0,0.999
P3,A6_Resp_Spoofing,Control,No Defense,Defense_Aware,Medium,0.88,0.0,0.0,0.0,0.0,1.049
P3,A6_Resp_Spoofing,Control,No Defense,Defense_Aware,High,0.93,0.0,0.0,0.0,0.0,1.109
P3,A6_Resp_Spoofing,Control,No Defense,Adaptive,Low,0.9,0.0,0.0,0.0,0.0,0.999
P3,A6_Resp_Spoofing,Control,No Defense,Adaptive,Medium,0.95,0.0,0.0,0.0,0.0,1.049
P3,A6_Resp_Spoofing,Control,No Defense,Adaptive,High,0.982,0.0,0.0,0.0,0.0,1.109
P3,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Static,Low,0.626,0.154,0.046,0.0,0.0,1.079
P3,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Static,Medium,0.672,0.154,0.054,0.0,0.0,1.129
P3,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Static,High,0.706,0.154,0.056,0.0,0.0,1.189
P3,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Defense_Aware,Low,0.698,0.122,0.046,0.0,0.0,1.079
P3,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Defense_Aware,Medium,0.726,0.122,0.054,0.0,0.0,1.129
P3,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Defense_Aware,High,0.794,0.122,0.056,0.0,0.0,1.189
P3,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Adaptive,Low,0.762,0.068,0.046,0.0,0.0,1.079
P3,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Adaptive,Medium,0.828,0.068,0.054,0.0,0.0,1.129
P3,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Adaptive,High,0.868,0.068,0.056,0.0,0.0,1.189
P3,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Static,Low,0.552,0.252,0.012,0.0,0.0,1.059
P3,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Static,Medium,0.602,0.252,0.012,0.0,0.0,1.109
P3,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Static,High,0.654,0.252,0.012,0.0,0.0,1.169
P3,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Defense_Aware,Low,0.638,0.21,0.012,0.0,0.0,1.059
P3,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Defense_Aware,Medium,0.672,0.21,0.012,0.0,0.0,1.109
P3,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Defense_Aware,High,0.698,0.21,0.012,0.0,0.0,1.169
P3,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Adaptive,Low,0.686,0.166,0.012,0.0,0.0,1.059
P3,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Adaptive,Medium,0.734,0.166,0.012,0.0,0.0,1.109
P3,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Adaptive,High,0.804,0.166,0.012,0.0,0.0,1.169
P3,A6_Resp_Spoofing,Control,D3_Response_Verification,Static,Low,0.588,0.232,0.024,0.0,0.0,1.099
P3,A6_Resp_Spoofing,Control,D3_Response_Verification,Static,Medium,0.64,0.232,0.026,0.0,0.0,1.149
